stem,storage_day,pred_class,area_um2,circularity,sum_I,npix,I_bg,dry_mass_pg
20110519_8,8,1,115.598,0.458,342263.0,5567.0,25.0,51.78754170459904
20110519_8,8,1,61.402,0.8957,182581.0,2957.0,25.0,27.626185570650055
20110519_8,8,1,67.839,0.8951,207513.0,3267.0,25.0,31.39862661680188
20110519_8,8,1,74.899,0.8935,215473.0,3607.0,25.0,32.603047871709975
20110519_8,8,4,109.306,0.5725,373281.0,5264.0,25.0,56.48085055946578
20110519_8,8,1,67.901,0.889,156884.0,3270.0,25.0,23.737992984296625
20110519_8,8,1,183.852,0.3045,590172.0,8854.0,25.0,89.29845488085662
20110519_8,8,1,133.061,0.4417,428894.0,6408.0,25.0,64.8956092591145
20110519_8,8,1,60.239,0.8877,191538.0,2901.0,25.0,28.98146210082741
20110519_8,8,1,36.276,0.762,96074.0,1747.0,25.0,14.536880357291464
20110519_8,8,1,81.024,0.8806,230614.0,3902.0,25.0,34.894020512484275
20110519_8,8,1,74.027,0.8736,212509.0,3565.0,25.0,32.154567394379875
20110519_8,8,4,107.022,0.572,434797.0,5154.0,25.0,65.78878748370275
20110519_8,8,1,71.929,0.8808,224555.0,3464.0,25.0,33.977238052247074
20110519_8,8,1,67.839,0.8488,224855.0,3267.0,25.0,34.02263081311044
20110519_8,8,1,69.77,0.9044,259443.0,3360.0,25.0,39.25611352225128
20110519_8,8,1,66.883,0.8825,193470.0,3221.0,25.0,29.273791480787516
20110519_8,8,1,38.747,0.7821,122345.0,1866.0,25.0,18.511924426096805
20110519_8,8,1,44.914,0.889,199240.0,2163.0,25.0,30.146845581393002
20110519_8,8,1,62.647,0.8787,230248.0,3017.0,25.0,34.838641344230965
20110519_8,8,1,74.566,0.8957,243723.0,3591.0,25.0,36.87753285301068
20110519_8,8,1,66.925,0.877,193491.0,3223.0,25.0,29.27696897404795
20110519_8,8,1,76.145,0.9064,276841.0,3667.0,25.0,41.888591033921
20110519_8,8,1,63.478,0.8844,195866.0,3057.0,25.0,29.636328330882968
20110519_8,8,1,60.737,0.8706,222757.0,2925.0,25.0,33.705184105472604
20110519_8,8,1,141.118,0.4409,478323.0,6796.0,25.0,72.37467184816627
20110519_8,8,1,66.551,0.8488,214638.0,3205.0,25.0,32.47670468730692
20110519_8,8,1,81.626,0.8784,280264.0,3931.0,25.0,42.40652243537206
20110519_8,8,1,43.232,0.8581,162821.0,2082.0,25.0,24.636315721782726
20110519_8,8,1,64.475,0.8716,193019.0,3105.0,25.0,29.20555103028958
20110519_8,8,1,77.598,0.8872,278205.0,3737.0,25.0,42.09497678664646
20110519_8,8,1,61.09,0.889,207785.0,2942.0,25.0,31.43978271998467
20110519_8,8,1,61.775,0.87,257350.0,2975.0,25.0,38.939423360627835
20110519_8,8,1,59.823,0.9036,211799.0,2881.0,25.0,32.04713786033657
20110519_8,8,1,66.157,0.8576,219438.0,3186.0,25.0,33.20298886112085
20110519_8,8,1,61.235,0.8911,220463.0,2949.0,25.0,33.3580807940707
20110519_8,8,4,48.984,0.8598,237030.0,2359.0,25.0,35.86482035814889
20110519_8,8,1,62.876,0.8547,232986.0,3028.0,25.0,35.25292594171065
20110519_8,8,1,82.187,0.8809,272915.0,3958.0,25.0,41.294551103422364
20110519_8,8,1,100.73,0.5267,343109.0,4851.0,25.0,51.915549290233756
20110519_8,8,1,30.192,0.6643,104913.0,1454.0,25.0,15.874302401529233
20110523_2,12,1,28.116,0.6125,67820.0,1354.0,49.0,10.261790139179249
20110523_2,12,1,181.194,0.4363,532977.0,8726.0,49.0,80.64432502225507
20110523_2,12,1,75.978,0.9005,190313.0,3659.0,49.0,28.796108327301983
20110523_2,12,1,77.681,0.8916,185171.0,3741.0,49.0,28.018076406103816
20110523_2,12,1,80.858,0.8702,201606.0,3894.0,49.0,30.504843155402117
20110523_2,12,1,53.262,0.8719,150303.0,2565.0,49.0,22.74222712015716
20110523_2,12,1,82.727,0.8841,210389.0,3984.0,49.0,31.833791884278728
20110523_2,12,1,72.552,0.8935,139685.0,3494.0,49.0,21.135626003999608
20110523_2,12,1,40.948,0.76,104100.0,1972.0,49.0,15.751288019589499
20110523_2,12,1,64.703,0.8807,151988.0,3116.0,49.0,22.997183127006426
20110523_2,12,1,83.246,0.8827,221923.0,4009.0,49.0,33.57899223027243
20110523_2,12,1,67.091,0.8832,168293.0,3231.0,49.0,25.464279679930602
20110523_2,12,1,67.423,0.8819,162435.0,3247.0,49.0,24.57791036947186
20110523_2,12,1,122.824,0.7669,320428.0,5915.0,49.0,48.48370525976008
20110523_2,12,1,78.678,0.8753,194725.0,3789.0,49.0,29.463684530399284
20110523_2,12,1,176.792,0.3189,476437.0,8514.0,49.0,72.08930269153853
20110523_2,12,1,148.365,0.5138,332219.0,7145.0,49.0,50.267792070893414
20110523_2,12,1,68.524,0.8923,160610.0,3300.0,49.0,24.301771074219687
20110523_2,12,1,23.049,0.6503,54665.0,1110.0,49.0,8.271317575320461
20110523_2,12,1,67.299,0.9048,143656.0,3241.0,49.0,21.736474848627754
20110523_2,12,1,65.679,0.8928,160066.0,3163.0,49.0,24.219458867854108
20110523_2,12,1,70.891,0.9014,166511.0,3414.0,49.0,25.19464668040218
20110523_2,12,1,67.257,0.8951,147806.0,3239.0,49.0,22.364408040571043
20110523_2,12,1,67.091,0.8493,179918.0,3231.0,49.0,27.223249163386203
20110523_2,12,4,44.271,0.8477,150109.0,2132.0,49.0,22.712873134798848
20110523_2,12,4,40.616,0.8236,138152.0,1956.0,49.0,20.903668995987786
20110523_2,12,1,65.928,0.8492,189965.0,3175.0,49.0,28.743452724700475
20110523_2,12,1,79.155,0.8858,203722.0,3812.0,49.0,30.825013428691758
20110523_2,12,4,52.68,0.8427,167397.0,2537.0,49.0,25.328706634152002
20110523_2,12,1,36.733,0.7868,99759.0,1769.0,49.0,15.094454769896531
20110523_2,12,1,197.723,0.3423,561032.0,9522.0,49.0,84.88930470899459
20110523_2,12,3,39.142,0.6795,161678.0,1885.0,49.0,24.463369302893284
20110523_2,12,1,73.321,0.8846,185736.0,3531.0,49.0,28.10356610572983
20110523_2,12,1,81.938,0.8924,228173.0,3946.0,49.0,34.524674748259315
20110523_2,12,1,66.281,0.8611,129589.0,3192.0,49.0,19.60800829174432
20110523_2,12,1,68.711,0.8764,137997.0,3309.0,49.0,20.88021606954171
20110523_2,12,1,77.204,0.8983,208077.0,3718.0,49.0,31.483965007225017
20110523_2,12,1,62.087,0.8671,153534.0,2990.0,49.0,23.231107154655664
20110523_2,12,1,61.069,0.8866,180070.0,2941.0,49.0,27.246248162223644
20110523_2,12,1,47.219,0.8528,118868.0,2274.0,49.0,17.985822327690343
20110523_2,12,1,67.112,0.8863,187383.0,3232.0,49.0,28.352772362869732
20110523_2,12,1,64.599,0.893,119012.0,3111.0,49.0,18.00761085290476
20110523_2,12,3,59.408,0.6664,191826.0,2861.0,49.0,29.025039151256248
20110523_2,12,1,70.995,0.8694,149414.0,3419.0,49.0,22.60771323879871
20110523_2,12,1,38.623,0.808,89735.0,1860.0,49.0,13.57773132024845
20110523_2,12,1,56.086,0.8737,179773.0,2701.0,49.0,27.201309328968904
20110523_2,12,1,59.865,0.8251,123023.0,2883.0,49.0,18.61451206564802
20110523_3,12,1,52.514,0.7017,125721.0,2529.0,54.0,19.022744295012597
20110523_3,12,1,70.019,0.8695,174674.0,3372.0,54.0,26.42978370349449
20110523_3,12,1,79.135,0.8882,197612.0,3811.0,54.0,29.900514199107782
20110523_3,12,4,96.349,0.7123,329036.0,4640.0,54.0,49.78617487813305
20110523_3,12,3,56.937,0.6263,175301.0,2742.0,54.0,26.524654573698932
20110523_3,12,1,67.05,0.8739,137618.0,3229.0,54.0,20.822869881650988
20110523_3,12,1,75.625,0.8709,157728.0,3642.0,54.0,23.865697951525576
20110523_3,12,1,129.199,0.5968,291683.0,6222.0,54.0,44.134322223034815
20110523_3,12,4,41.218,0.7871,146299.0,1985.0,54.0,22.136385071834045
20110523_3,12,1,46.928,0.8159,101179.0,2260.0,54.0,15.30931383798315
20110523_3,12,1,69.604,0.8667,136646.0,3352.0,54.0,20.675797336453666
20110523_3,12,1,78.159,0.8861,183925.0,3764.0,54.0,27.829545139317954
20110523_3,12,1,53.013,0.9132,116534.0,2553.0,54.0,17.63266664817332
20110523_3,12,1,70.766,0.8723,151933.0,3408.0,54.0,22.98886112084814
20110523_3,12,1,70.787,0.8612,173971.0,3409.0,54.0,26.323413333871326
20110523_3,12,1,66.219,0.8833,161372.0,3189.0,54.0,24.417068686812648
20110523_3,12,1,124.838,0.48,306726.0,6012.0,54.0,46.41046656192708
20110523_3,12,1,74.795,0.8658,181081.0,3602.0,54.0,27.399221766333202
20110523_3,12,1,51.434,0.8519,106912.0,2477.0,54.0,16.176769498082155
20110523_3,12,1,126.915,0.4584,292887.0,6112.0,54.0,44.316498503299805
20110523_3,12,1,106.233,0.7924,325521.0,5116.0,54.0,49.25432303001723
20110523_3,12,1,64.495,0.8837,143092.0,3106.0,54.0,21.65113645820462
20110523_3,12,1,133.206,0.451,270413.0,6415.0,54.0,40.91597547782186
20110523_3,12,1,59.325,0.8683,138730.0,2857.0,54.0,20.991125715251215
20110523_3,12,1,64.246,0.8893,153255.0,3094.0,54.0,23.188891887052726
20110523_3,12,1,73.902,0.8778,175695.0,3559.0,54.0,26.584270399632825
20110523_3,12,1,143.381,0.5189,293113.0,6905.0,54.0,44.35069438315021
20110523_3,12,1,70.081,0.8967,133096.0,3375.0,54.0,20.138649666237118
20110523_3,12,1,65.202,0.8863,148171.0,3140.0,54.0,22.41963589962148
20110523_3,12,2,38.02,0.9067,173530.0,1831.0,54.0,26.256685975402167
20110523_3,12,3,39.868,0.6628,136221.0,1920.0,54.0,20.61149092523056
20110523_3,12,1,63.623,0.8414,149130.0,3064.0,54.0,22.56474142518138
20110523_3,12,1,65.264,0.8627,141465.0,3143.0,54.0,21.404956385122272
20110523_3,12,1,74.753,0.8898,177292.0,3600.0,54.0,26.825911196628834
20110523_3,12,1,179.782,0.3391,342068.0,8658.0,54.0,51.75803641003785
20110523_3,12,1,40.035,0.8214,105329.0,1928.0,54.0,15.937247029926441
20110523_3,12,1,68.524,0.8807,142847.0,3300.0,54.0,21.61406570349953
20110523_3,12,1,104.758,0.8217,307420.0,5045.0,54.0,46.51547514872434
20110523_3,12,1,77.39,0.8848,160423.0,3727.0,54.0,24.273476253281522
20110523_3,12,1,83.329,0.8555,192689.0,4013.0,54.0,29.155618993339875
20110523_3,12,3,38.311,0.6964,150042.0,1845.0,54.0,22.70273541820603
20110523_3,12,1,73.487,0.8823,156632.0,3539.0,54.0,23.699863065171396
20110523_3,12,1,69.396,0.884,148387.0,3342.0,54.0,22.452318687443103
20110523_3,12,4,158.934,0.5014,421614.0,7654.0,54.0,63.794078262163374
20110523_3,12,1,66.074,0.8883,100400.0,3182.0,54.0,15.191443968941266
20110523_3,12,1,56.896,0.8547,116736.0,2740.0,54.0,17.663231107154658
20110523_3,12,1,82.499,0.8713,163513.0,3973.0,54.0,24.741021690174236
20110523_3,12,4,39.391,0.7871,137826.0,1897.0,54.0,20.85434219584959
20110523_3,12,1,70.434,0.5444,185031.0,3392.0,54.0,27.99689311770091
20110523_3,12,4,32.538,0.6175,134496.0,1567.0,54.0,20.35048255026618
20110523_3,12,1,25.852,0.5616,47337.0,1245.0,54.0,7.1625237366312025
20110523_4,12,1,20.765,0.5379,59533.0,1000.0,63.0,9.007890774930084
20110523_4,12,1,49.441,0.7515,142511.0,2381.0,63.0,21.563225811332558
20110523_4,12,1,110.759,0.5226,298350.0,5334.0,63.0,45.14310067862178
20110523_4,12,1,69.271,0.8757,175548.0,3336.0,63.0,26.562027946809774
20110523_4,12,1,65.866,0.8838,188551.0,3172.0,63.0,28.529501511831118
20110523_4,12,1,64.952,0.887,195988.0,3128.0,63.0,29.65478805363407
20110523_4,12,1,70.683,0.8701,205984.0,3404.0,63.0,31.16727484560157
20110523_4,12,1,80.92,0.8876,215884.0,3897.0,63.0,32.66523595409279
20110523_4,12,1,51.455,0.884,170729.0,2478.0,63.0,25.83286889814117
20110523_4,12,1,67.008,0.8801,204608.0,3227.0,63.0,30.959073382441577
20110523_4,12,1,58.723,0.8944,192120.0,2828.0,63.0,29.06952405690235
20110523_4,12,1,67.486,0.8701,210055.0,3250.0,63.0,31.783254610517506
20110523_4,12,1,74.047,0.8634,197536.0,3566.0,63.0,29.889014699689064
20110523_4,12,1,75.023,0.8957,247782.0,3613.0,63.0,37.49169690749208
20110523_4,12,1,73.881,0.9047,186036.0,3558.0,63.0,28.1489588665932
20110523_4,12,1,128.534,0.6989,357032.0,6190.0,63.0,54.02222732190277
20110523_4,12,1,52.701,0.8823,154692.0,2538.0,63.0,23.406323211588266
20110523_4,12,1,62.668,0.8752,160189.0,3018.0,63.0,24.23806989980809
20110523_4,12,1,45.143,0.8062,119990.0,2174.0,63.0,18.155591253319347
20110523_4,12,1,138.771,0.4676,394158.0,6683.0,63.0,59.63973278794772
20110523_4,12,1,76.269,0.8817,186974.0,3673.0,63.0,28.290886898892673
20110523_4,12,1,52.888,0.8671,138695.0,2547.0,63.0,20.985829893150488
20110523_4,12,1,72.324,0.8745,205006.0,3483.0,63.0,31.019294445186983
20110523_4,12,1,55.401,0.8799,195217.0,2668.0,63.0,29.538128658215207
20110523_4,12,1,74.421,0.8847,189456.0,3584.0,63.0,28.66643634043562
20110523_4,12,1,44.104,0.7978,132126.0,2124.0,63.0,19.991879739445555
20110523_4,12,1,73.964,0.8751,202507.0,3562.0,63.0,30.641172747195107
20110523_4,12,1,124.527,0.5143,315934.0,5997.0,63.0,47.80372170202679
20110523_4,12,1,148.988,0.4486,339058.0,7175.0,63.0,51.302595709375375
20110523_4,12,1,79.654,0.8737,201206.0,3836.0,63.0,30.44431947425096
20110523_4,12,1,135.843,0.5531,414516.0,6542.0,63.0,62.72008554013603
20110523_4,12,1,73.736,0.8777,219938.0,3551.0,63.0,33.2786434625598
20110523_4,12,1,58.494,0.8909,168357.0,2817.0,63.0,25.47396346891479
20110523_4,12,1,68.856,0.885,181201.0,3316.0,63.0,27.417378870678547
20110523_4,12,1,70.247,0.824,164407.0,3383.0,63.0,24.87629211754708
20110523_4,12,1,22.218,0.6298,55547.0,1070.0,63.0,8.40477229225877
20110523_4,12,1,69.874,0.8825,215177.0,3365.0,63.0,32.55826034765812
20110523_6,12,1,31.106,0.6617,81852.0,1498.0,59.0,12.384960873961957
20110523_6,12,4,41.592,0.8118,126279.0,2003.0,59.0,19.10717483021847
20110523_6,12,1,56.813,0.8885,130640.0,2736.0,59.0,19.767034263968995
20110523_6,12,1,58.121,0.9023,152229.0,2799.0,59.0,23.0336486449
20110523_6,12,1,70.912,0.8861,172185.0,3415.0,59.0,26.053175097531394
20110523_6,12,1,59.242,0.8654,153177.0,2853.0,59.0,23.17708976922825
20110523_6,12,1,68.316,0.88,155290.0,3290.0,59.0,23.496806114909255
20110523_6,12,1,93.691,0.6386,288137.0,4512.0,59.0,43.597779789629776
20110523_6,12,1,125.918,0.4388,296355.0,6064.0,59.0,44.84123881888036
20110523_6,12,1,62.419,0.8677,189955.0,3006.0,59.0,28.741939632671695
20110523_6,12,1,57.892,0.8774,160148.0,2788.0,59.0,24.2318662224901
20110523_6,12,1,68.711,0.8811,157535.0,3309.0,59.0,23.836495275370144
20110523_6,12,4,46.575,0.8977,172879.0,2243.0,59.0,26.158183684328655
20110523_6,12,1,54.819,0.8835,136639.0,2640.0,59.0,20.67473817203352
20110523_6,12,1,55.401,0.9135,144624.0,2668.0,59.0,21.882942157013563
20110523_6,12,1,115.328,0.5447,298637.0,5554.0,59.0,45.18652641984774
20110523_6,12,1,58.411,0.8741,161706.0,2813.0,59.0,24.467605960573866
20110523_6,12,1,71.41,0.8717,164921.0,3439.0,59.0,24.95406504782632
20110523_6,12,1,61.256,0.8813,133149.0,2950.0,59.0,20.146669053989648
20110523_6,12,1,65.056,0.8815,151290.0,3133.0,59.0,22.891569303397652
20110523_6,12,3,105.153,0.3812,281965.0,5064.0,59.0,42.66389938946737
20110523_6,12,1,69.687,0.9005,167967.0,3356.0,59.0,25.414952879792406
20110523_6,12,4,39.536,0.8772,176753.0,1904.0,59.0,26.744355536277645
20110523_6,12,1,68.669,0.891,142183.0,3307.0,59.0,21.513596392788607
20110523_6,12,1,61.007,0.8674,149811.0,2938.0,59.0,22.667782992341234
20110523_6,12,1,62.128,0.8726,166392.0,2992.0,59.0,25.176640885259715
20110523_6,12,1,75.48,0.8862,178734.0,3635.0,59.0,27.044099067178767
20110523_6,12,1,79.176,0.8486,168097.0,3813.0,59.0,25.43462307616653
20110523_6,12,1,121.848,0.6364,282416.0,5868.0,59.0,42.732139839965306
20110523_6,12,1,64.433,0.871,149862.0,3103.0,59.0,22.67549976168801
20110523_6,12,1,180.446,0.4532,411154.0,8690.0,59.0,62.211384000060534
20110523_6,12,1,72.718,0.853,155547.0,3502.0,59.0,23.535692580048874
20110523_6,12,1,63.353,0.9063,151376.0,3051.0,59.0,22.90458189484515
20110523_6,12,1,121.391,0.5546,324905.0,5846.0,59.0,49.161116561044444
20110523_6,12,1,64.869,0.8801,167343.0,3124.0,59.0,25.320535937196595
20110523_6,12,1,64.765,0.8874,161314.0,3119.0,59.0,24.40829275304573
20110523_6,12,1,23.132,0.6878,42754.0,1114.0,59.0,6.469073659841782
20110523_6,12,1,67.652,0.8946,116410.0,3258.0,59.0,17.613904307016462
20110523_6,12,1,77.474,0.8802,149022.0,3731.0,59.0,22.548400031270567
20110523_6,12,1,62.253,0.8923,113000.0,2998.0,59.0,17.09793992520282
20110523_6,12,1,22.177,0.6863,52812.0,1068.0,59.0,7.9909416223877106
20110523_6,12,1,103.886,0.5424,260973.0,5003.0,59.0,39.48761660265447
20110523_6,12,1,58.121,0.8957,161591.0,2799.0,59.0,24.45020540224291
20110523_6,12,1,27.887,0.7297,52529.0,1343.0,59.0,7.9481211179732645
20110523_6,12,1,26.537,0.7304,55297.0,1278.0,59.0,8.366944991539295
20110523_7,12,1,67.112,0.8952,146006.0,3232.0,61.0,22.09205147539082
20110523_7,12,1,158.622,0.644,462784.0,7639.0,61.0,70.02347814464656
20110523_7,12,1,75.625,0.8799,166367.0,3642.0,61.0,25.172858155187765
20110523_7,12,1,82.955,0.8595,189752.0,3995.0,61.0,28.711223864487483
20110523_7,12,1,169.15,0.5284,510684.0,8146.0,61.0,77.27118896249802
20110523_7,12,4,54.944,0.7878,191877.0,2646.0,61.0,29.032755920603023
20110523_7,12,1,67.008,0.8717,165194.0,3227.0,61.0,24.99537246021199
20110523_7,12,1,81.004,0.8885,170890.0,3901.0,61.0,25.85722967980451
20110523_7,12,1,67.506,0.8858,164859.0,3251.0,61.0,24.944683877247886
20110523_7,12,1,63.229,0.8931,180291.0,3045.0,61.0,27.27968749605966
20110523_7,12,4,39.64,0.8816,141754.0,1909.0,61.0,21.448684744753983
20110523_7,12,1,82.457,0.8881,191136.0,3971.0,61.0,28.920635801270492
20110523_7,12,1,119.792,0.6628,319234.0,5769.0,61.0,48.30304207152386
20110523_7,12,1,83.828,0.8473,171323.0,4037.0,61.0,25.92274656465064
20110523_7,12,1,62.17,0.8479,171249.0,2994.0,61.0,25.911549683637677
20110523_7,12,1,47.344,0.8579,152064.0,2280.0,61.0,23.008682626425145
20110523_7,12,1,64.35,0.8671,166519.0,3099.0,61.0,25.195857154025205
20110523_7,12,1,122.035,0.4663,320617.0,5877.0,61.0,48.512302699104
20110523_7,12,1,73.694,0.8969,166996.0,3549.0,61.0,25.268031643797965
20110523_7,12,4,198.719,0.3519,713214.0,9570.0,61.0,107.91584182135932
20110523_7,12,1,49.379,0.8318,107620.0,2378.0,61.0,16.28389641371971
20110523_7,12,1,119.605,0.7151,257180.0,5760.0,61.0,38.91370079613859
20110523_7,12,1,54.279,0.8832,127560.0,2614.0,61.0,19.301001919105058
20110523_7,12,1,68.815,0.8932,144244.0,3314.0,61.0,21.82544465991996
20110523_7,12,4,45.579,0.8785,173109.0,2195.0,61.0,26.192984800990573
20110523_7,12,1,64.682,0.8833,148768.0,3115.0,61.0,22.509967493739584
20110523_7,12,1,65.471,0.89,161706.0,3153.0,61.0,24.467605960573866
20110523_7,12,1,62.938,0.891,119126.0,3031.0,61.0,18.02486010203284
20110523_7,12,1,135.615,0.5843,280144.0,6531.0,61.0,42.38836533102671
20110523_7,12,1,138.314,0.4865,326604.0,6661.0,61.0,49.41819089673399
20110523_7,12,4,48.548,0.8371,143859.0,2338.0,61.0,21.767190616811966
20110523_7,12,1,73.985,0.8608,162031.0,3563.0,61.0,24.51678145150919
20110523_7,12,4,187.216,0.4189,430227.0,9016.0,61.0,65.09730442655074
20110523_7,12,1,74.691,0.8807,182131.0,3597.0,61.0,27.558096429354997
20110523_7,12,1,86.485,0.8836,182541.0,4165.0,61.0,27.620133202534937
20110523_7,12,1,31.293,0.739,80198.0,1507.0,61.0,12.134695452401907
20110523_7,12,1,81.44,0.8826,147483.0,3922.0,61.0,22.31553516804148
20110523_7,12,4,115.868,0.6168,330060.0,5580.0,61.0,49.94111550188002
20110523_7,12,1,55.795,0.8778,106758.0,2687.0,61.0,16.15346788083896
20110523_7,12,1,61.422,0.8675,88957.0,2958.0,61.0,13.460012760409443
20110523_7,12,1,73.009,0.8793,137194.0,3516.0,61.0,20.758714779630758
20110523_7,12,1,60.239,0.8889,124677.0,2901.0,61.0,18.86477748720807
20110523_7,12,1,68.088,0.8668,118793.0,3279.0,61.0,17.9744741374745
20110523_7,12,1,59.886,0.8434,78051.0,2884.0,61.0,11.809834593823057
20110523_9,12,1,66.302,0.8732,179399.0,3193.0,55.0,27.14471968709257
20110523_9,12,1,65.243,0.8388,158164.0,3142.0,55.0,23.931668763980344
20110523_9,12,1,64.226,0.8869,169293.0,3093.0,55.0,25.615588882808503
20110523_9,12,1,63.935,0.876,173264.0,3079.0,55.0,26.21643772743665
20110523_9,12,1,72.594,0.8901,158885.0,3496.0,55.0,24.040762699255307
20110523_9,12,4,62.938,0.891,197294.0,3031.0,55.0,29.85239787259261
20110523_9,12,1,73.549,0.894,168400.0,3542.0,55.0,25.480469764638535
20110523_9,12,1,65.721,0.8844,133890.0,3165.0,55.0,20.25878917332217
20110523_9,12,1,72.303,0.8901,142862.0,3482.0,55.0,21.6163353415427
20110523_9,12,1,109.431,0.7978,321514.0,5270.0,55.0,48.648027054085475
20110523_9,12,1,45.932,0.8647,131667.0,2212.0,55.0,19.922428815324597
20110523_9,12,1,57.269,0.8641,141006.0,2758.0,55.0,21.33550546100132
20110523_9,12,1,65.7,0.8756,178723.0,3164.0,55.0,27.04243466594711
20110523_9,12,4,48.091,0.8737,160200.0,2316.0,55.0,24.239734301039746
20110523_9,12,1,19.872,0.6251,41728.0,957.0,55.0,6.313830417689055
20110523_9,12,1,71.576,0.883,172359.0,3447.0,55.0,26.07950289883215
20110523_9,12,1,182.751,0.3526,477755.0,8801.0,55.0,72.28872822093162
20110523_9,12,1,67.257,0.8826,148793.0,3239.0,55.0,22.51375022381153
20110523_9,12,1,59.117,0.8899,139543.0,2847.0,55.0,21.114140097190944
20110523_9,12,1,59.803,0.8753,162772.0,2880.0,55.0,24.628901570841712
20110523_9,12,3,58.266,0.8711,162715.0,2806.0,55.0,24.62027694627767
20110523_9,12,1,135.968,0.5974,285658.0,6548.0,55.0,43.22268427569546
20110523_9,12,1,144.585,0.453,336049.0,6963.0,55.0,50.84730631791577
20110523_9,12,1,62.232,0.9035,116957.0,2997.0,55.0,17.696670440990673
20110523_9,12,1,23.09,0.6548,49331.0,1112.0,55.0,7.464234287169736
20110523_9,12,1,129.739,0.4943,288342.0,6248.0,55.0,43.628798176219746
20110523_9,12,4,170.977,0.3175,517325.0,8234.0,55.0,78.27603337881017
20110523_9,12,3,53.968,0.8387,126980.0,2599.0,55.0,19.213242581435875
20110523_9,12,1,52.701,0.9021,118715.0,2538.0,55.0,17.962672019650025
20110523_9,12,1,70.351,0.8803,179727.0,3388.0,55.0,27.194349105636523
20110523_9,12,1,64.142,0.8809,149056.0,3089.0,55.0,22.553544544168417
20110523_9,12,2,40.408,0.8773,172418.0,1946.0,55.0,26.088430141801943
20110523_9,12,1,130.839,0.4663,283613.0,6301.0,55.0,42.913256955810155
20110523_9,12,1,50.355,0.8774,132226.0,2425.0,55.0,20.007010659733343
20110523_9,12,1,54.175,0.8856,132356.0,2609.0,55.0,20.026680856107472
20110523_9,12,1,85.219,0.8834,139987.0,4104.0,55.0,21.181321383268735
20110523_9,12,1,63.146,0.8604,141580.0,3041.0,55.0,21.42235694345323
20110523_9,12,1,107.915,0.5788,294655.0,5197.0,55.0,44.584013173987934
20110523_9,12,1,68.586,0.8544,137818.0,3303.0,55.0,20.853131722226568
20110523_9,12,1,83.412,0.8522,191431.0,4017.0,55.0,28.965272016119478
20110523_9,12,1,70.6,0.8957,163454.0,3400.0,55.0,24.732094447204435
20110523_9,12,1,74.982,0.8363,137864.0,3611.0,55.0,20.860091945558953
20110523_9,12,1,121.412,0.6949,230429.0,5847.0,55.0,34.86602830995186
20110523_9,12,1,65.596,0.8967,142871.0,3159.0,55.0,21.6176971243686
20110523_9,12,1,59.117,0.8847,100309.0,2847.0,55.0,15.177674831479376
20110523_9,12,1,63.478,0.8915,106662.0,3057.0,55.0,16.13894219736268
20110523_9,12,1,69.749,0.8782,123078.0,3359.0,55.0,18.622834071806306
20110523_9,12,1,72.531,0.8988,135573.0,3493.0,55.0,20.51344256176568
20110523_9,12,1,64.433,0.9058,140530.0,3103.0,55.0,21.263482280431436
20110523_9,12,1,63.769,0.8159,93728.0,3071.0,55.0,14.18190896733991
20110526_2,15,1,66.78,0.4821,287849.0,3216.0,16.0,43.55420273920094
20110526_2,15,1,110.531,0.6752,427344.0,5323.0,16.0,64.66107999465375
20110526_2,15,1,156.691,0.7128,624137.0,7546.0,16.0,94.43767195660453
20110526_2,15,1,91.573,0.8436,281191.0,4410.0,16.0,42.54678606643988
20110526_2,15,1,77.411,0.8851,263686.0,3728.0,16.0,39.89811847006222
20110526_2,15,1,80.214,0.865,231239.0,3863.0,16.0,34.98858876428296
20110526_2,15,1,72.864,0.8981,272147.0,3509.0,16.0,41.17834563561214
20110526_2,15,1,80.671,0.8682,280647.0,3885.0,16.0,42.46447386007429
20110526_2,15,1,79.446,0.8901,323066.0,3826.0,16.0,48.88285893695198
20110526_2,15,1,166.908,0.7485,620518.0,8038.0,16.0,93.89008395138941
20110526_2,15,1,71.203,0.8925,241629.0,3429.0,16.0,36.56069138218436
20110526_2,15,1,73.819,0.8527,276699.0,3555.0,16.0,41.867105127112346
20110526_2,15,1,161.862,0.454,535891.0,7795.0,16.0,81.08524003944127
20110526_2,15,1,85.738,0.8812,278065.0,4129.0,16.0,42.07379349824355
20110526_2,15,1,100.813,0.9028,344337.0,4855.0,16.0,52.101356991367815
20110526_2,15,1,90.846,0.8941,312043.0,4375.0,16.0,47.21497759362888
20110526_2,15,1,45.454,0.7463,144632.0,2189.0,16.0,21.884152630636585
20110526_2,15,1,76.747,0.8838,284171.0,3696.0,16.0,42.997687491016016
20110526_2,15,2,53.386,0.8625,286898.0,2571.0,16.0,43.41030768726406
20110526_2,15,1,136.674,0.7804,526753.0,6582.0,16.0,79.70257654354302
20110526_2,15,1,82.478,0.8964,330314.0,3972.0,16.0,49.97954803941101
20110526_2,15,1,33.016,0.7551,108039.0,1590.0,16.0,16.347294969725553
20110526_2,15,1,157.999,0.46,626420.0,7609.0,16.0,94.78311086677478
20110526_2,15,1,85.364,0.8849,265625.0,4111.0,16.0,40.19150701444247
20110526_2,15,1,83.828,0.8977,300323.0,4037.0,16.0,45.441633735899885
20110526_2,15,1,77.121,0.871,278027.0,3714.0,16.0,42.068043748534194
