stem,storage_day,pred_class,area_um2,circularity,sum_I,npix,I_bg,dry_mass_pg
20110530_6,19,1,56.065,0.8905,79471.0,2700.0,73.0,12.024693661909675
20110530_6,19,1,52.701,0.8738,111869.0,2538.0,73.0,16.926809216747913
20110530_7,19,1,82.166,0.5396,188746.0,3957.0,75.0,28.559006806392315
20110530_7,19,1,31.043,0.778,64342.0,1495.0,75.0,9.73553673156991
20110530_7,19,4,43.191,0.8908,137035.0,2080.0,75.0,20.734656616373172
20110530_7,19,2,32.372,0.9042,142152.0,1559.0,75.0,21.508905807499392
20110530_7,19,4,86.215,0.5248,290986.0,4152.0,75.0,44.028859708628914
20110530_7,19,1,56.314,0.8909,127299.0,2712.0,75.0,19.261510217153926
20110530_7,19,4,60.259,0.9005,192102.0,2902.0,75.0,29.06680049125055
20110530_7,19,1,62.128,0.8804,146332.0,2992.0,75.0,22.141378275529018
20110530_7,19,3,97.636,0.4319,253803.0,4702.0,75.0,38.40272961801992
20110530_7,19,4,47.157,0.8956,143655.0,2271.0,75.0,21.736323539424877
20110530_7,19,1,18.148,0.6282,27840.0,874.0,75.0,4.212448208120765
20110530_7,19,1,126.624,0.5415,249816.0,6098.0,75.0,37.79945982614573
20110530_7,19,4,36.774,0.8846,139562.0,1771.0,75.0,21.117014972045627
20110530_7,19,1,45.205,0.912,94360.0,2177.0,75.0,14.277536383558742
20110530_7,19,3,26.413,0.6699,108407.0,1272.0,75.0,16.402976756384618
20110530_7,19,1,52.161,0.8995,74534.0,2512.0,75.0,11.277680127301476
20110530_7,19,1,62.191,0.8977,145212.0,2995.0,75.0,21.97191196830577
20110530_7,19,1,47.759,0.8908,95777.0,2300.0,75.0,14.49194152403673
20110530_7,19,4,80.235,0.5754,201160.0,3864.0,75.0,30.437359250918576
20110530_7,19,4,44.582,0.8684,136103.0,2147.0,75.0,20.593636439290968
20110530_7,19,1,56.563,0.8993,92819.0,2724.0,75.0,14.044368901923898
20110530_7,19,1,63.374,0.8772,128065.0,3052.0,75.0,19.377413066558397
20110530_7,19,4,40.18,0.8847,114402.0,1935.0,75.0,17.31007542763764
20110530_7,19,1,58.37,0.8973,117019.0,2811.0,75.0,17.7060516115691
20110530_7,19,3,32.227,0.5875,77844.0,1552.0,75.0,11.778513588827328
20110530_7,19,1,54.632,0.9189,110623.0,2631.0,75.0,16.73827794996205
20110530_7,19,1,57.705,0.8958,120833.0,2779.0,75.0,18.283144911345417
20110530_7,19,1,44.831,0.8655,69241.0,2159.0,75.0,10.476800516468748
20110530_7,19,1,118.858,0.4994,194422.0,5724.0,75.0,29.41783784192728
20110530_7,19,1,57.975,0.9063,102497.0,2792.0,75.0,15.508739367376226
20110530_7,19,1,55.754,0.8613,85893.0,2685.0,75.0,12.996401362791556
20110530_7,19,1,58.536,0.9012,74157.0,2819.0,75.0,11.220636557816508
20110530_7,19,1,61.339,0.9082,79744.0,2954.0,75.0,12.066001074295341
20110530_7,19,1,45.994,0.9104,93598.0,2215.0,75.0,14.162238770965784
20110530_7,19,3,39.536,0.5233,107268.0,1904.0,75.0,16.230635574306692
20110530_7,19,1,26.392,0.6556,30708.0,1271.0,75.0,4.646403001974586
20110530_7,19,4,36.442,0.9076,113990.0,1755.0,75.0,17.24773603605194
20110530_7,19,1,114.684,0.4941,117326.0,5523.0,75.0,17.75250353685262
20110530_7,19,1,50.957,0.8768,68196.0,2454.0,75.0,10.318682399461341
20110530_7,19,1,55.421,0.9027,62900.0,2669.0,75.0,9.517348861019975
20110530_7,19,1,62.876,0.8761,63337.0,3028.0,75.0,9.58347098267762
20110530_7,19,1,60.301,0.9055,81350.0,2904.0,75.0,12.30900365411725
20110530_7,19,3,34.698,0.6527,111315.0,1671.0,75.0,16.842983918353553
20110530_7,19,1,77.411,0.59,86011.0,3728.0,75.0,13.014255848731148
20110530_7,19,1,61.007,0.8827,67499.0,2938.0,75.0,10.213219885055443
20110530_7,19,4,30.296,0.8109,77081.0,1459.0,75.0,11.663064667031492
20110530_7,19,3,31.791,0.7427,89124.0,1531.0,75.0,13.485281397290054
20110530_7,19,1,42.319,0.8576,43394.0,2038.0,75.0,6.565911549683638
20110530_8,19,1,38.103,0.6203,76386.0,1835.0,70.0,11.55790477103135
20110530_8,19,1,151.832,0.5201,383650.0,7312.0,70.0,58.04977568410674
20110530_8,19,1,64.309,0.8819,148445.0,3097.0,70.0,22.46109462121002
20110530_8,19,1,98.031,0.8762,232681.0,4721.0,70.0,35.2067766348329
20110530_8,19,4,42.381,0.9137,130556.0,2041.0,70.0,19.75432429092725
20110530_8,19,1,81.315,0.9027,176400.0,3916.0,70.0,26.690943387661747
20110530_8,19,1,163.398,0.5456,358920.0,7869.0,70.0,54.30789909693625
20110530_8,19,1,74.317,0.8919,179837.0,3579.0,70.0,27.21099311795309
20110530_8,19,2,31.334,0.838,118481.0,1509.0,70.0,17.927265666176595
20110530_8,19,2,30.13,0.8971,145747.0,1451.0,70.0,22.052862391845444
20110530_8,19,1,189.894,0.4427,442764.0,9145.0,70.0,66.99426790303097
20110530_8,19,1,72.345,0.8713,168706.0,3484.0,70.0,25.526770380719174
20110530_8,19,1,69.251,0.9128,130819.0,3335.0,70.0,19.794118611284137
20110530_8,19,1,69.874,0.877,129348.0,3365.0,70.0,19.571542773850748
20110530_8,19,1,127.974,0.5601,277509.0,6163.0,70.0,41.98966558144345
20110530_8,19,4,59.74,0.894,148833.0,2877.0,70.0,22.51980259192665
20110530_8,19,1,67.112,0.8787,124071.0,3232.0,70.0,18.77308411026406
20110530_8,19,4,51.081,0.8831,154241.0,2460.0,70.0,23.338082761090337
20110530_8,19,1,77.37,0.8891,143503.0,3726.0,70.0,21.713324540587436
20110530_8,19,1,61.755,0.8885,109060.0,2974.0,70.0,16.501781665863888
20110530_8,19,4,199.903,0.2949,455069.0,9627.0,70.0,68.85612764444356
20110530_8,19,3,72.615,0.6941,147709.0,3497.0,70.0,22.349731047891886
20110530_8,19,3,57.124,0.7046,167169.0,2751.0,70.0,25.29420813589584
20110530_8,19,4,125.482,0.5686,280714.0,6043.0,70.0,42.474611576667115
20110530_8,19,4,31.853,0.8308,96429.0,1534.0,70.0,14.59059512431312
20110530_8,19,1,70.351,0.8965,105166.0,3388.0,70.0,15.912583629857343
20110530_8,19,1,74.172,0.8757,124729.0,3572.0,70.0,18.87264556575772
20110530_8,19,2,40.035,0.8728,117004.0,1928.0,70.0,17.703781973525935
20110530_8,19,1,91.76,0.481,152512.0,4419.0,70.0,23.076469149314445
20110530_8,19,1,63.623,0.8593,127444.0,3064.0,70.0,19.283450051571222
20110530_8,19,1,62.751,0.9019,112730.0,3022.0,70.0,17.057086440425785
20110530_9,19,1,143.547,0.5676,356132.0,6913.0,74.0,53.88604903931265
20110530_9,19,1,52.743,0.87,171515.0,2540.0,74.0,25.9517979316032
20110530_9,19,3,48.237,0.6396,173207.0,2323.0,74.0,26.20781310287261
20110530_9,19,3,33.867,0.7573,88210.0,1631.0,74.0,13.346984785859652
20110530_9,19,1,62.772,0.904,162788.0,3023.0,74.0,24.631322518087757
20110530_9,19,1,49.046,0.8811,132684.0,2362.0,74.0,20.076310274651423
20110530_9,19,1,75.418,0.9016,195163.0,3632.0,74.0,29.529957961259804
20110530_9,19,1,74.047,0.8723,158058.0,3566.0,74.0,23.91562998847528
20110530_9,19,1,77.972,0.8788,177912.0,3755.0,74.0,26.919722902413135
20110530_9,19,1,71.639,0.8718,130544.0,3450.0,74.0,19.752508580492716
20110530_9,19,1,72.158,0.8608,168386.0,3475.0,74.0,25.47835143579825
20110530_9,19,1,63.416,0.8957,171088.0,3054.0,74.0,25.887188901974337
20110530_9,19,1,65.16,0.8978,147776.0,3138.0,74.0,22.359868764484705
20110530_9,19,1,61.817,0.8902,128354.0,2977.0,74.0,19.42114142619011
20110530_9,19,1,26.828,0.702,44272.0,1292.0,74.0,6.698761029810435
20110530_9,19,1,75.439,0.868,140988.0,3633.0,74.0,21.332781895349513
20110530_9,19,1,74.649,0.8722,106744.0,3595.0,74.0,16.15134955199867
20110530_9,19,1,66.011,0.8982,161807.0,3179.0,74.0,24.482888190064532
20110530_9,19,1,72.012,0.868,121578.0,3468.0,74.0,18.395870267489453
20110530_9,19,2,24.419,0.8353,115455.0,1176.0,74.0,17.469404018268065
20110530_9,19,1,73.424,0.8216,106865.0,3536.0,74.0,16.169657965546897
20110530_9,19,4,43.149,0.8824,119299.0,2078.0,74.0,18.051036594130718
20110530_9,19,4,130.881,0.4975,301237.0,6303.0,74.0,45.579930347330276
20110530_9,19,4,53.552,0.8443,129059.0,2579.0,74.0,19.52781441421903
20110530_9,19,1,94.314,0.8561,142139.0,4542.0,74.0,21.506938787861976
20110530_9,19,1,53.137,0.8915,84060.0,2559.0,74.0,12.719051593916362
20110530_9,19,1,88.022,0.8687,118658.0,4239.0,74.0,17.954047395085983
20110530_9,19,1,17.006,0.6696,26240.0,819.0,74.0,3.970353483516124
20110530_9,19,1,65.804,0.82,77032.0,3169.0,74.0,11.655650516090473
20110603_1,23,1,19.207,0.7438,34296.0,925.0,82.0,5.189300421900494
20110603_1,23,2,21.18,0.8817,62651.0,1020.0,82.0,9.479672869503379
20110603_1,23,1,40.99,0.89,77892.0,1974.0,82.0,11.785776430565468
20110603_1,23,1,26.89,0.8603,64828.0,1295.0,82.0,9.80907300416857
20110603_1,23,4,26.392,0.8744,68591.0,1271.0,82.0,10.378449534598111
20110603_1,23,1,35.529,0.8955,79358.0,1711.0,82.0,12.00759572198447
20110603_1,23,4,23.153,0.8476,62092.0,1115.0,82.0,9.395091025094631
20110603_1,23,1,27.763,0.9054,65095.0,1337.0,82.0,9.849472561336968
20110603_1,23,1,35.529,0.8652,76949.0,1711.0,82.0,11.643091852251608
20110603_1,23,1,33.307,0.8806,60156.0,1604.0,82.0,9.102156408323015
20110603_1,23,1,30.171,0.9177,61637.0,1453.0,82.0,9.326245337785187
20110603_1,23,1,29.195,0.9138,54468.0,1406.0,82.0,8.241509662353515
20110603_1,23,1,33.701,0.9049,75264.0,1623.0,82.0,11.388135845402344
20110603_1,23,1,26.454,0.9321,54735.0,1274.0,82.0,8.281909219521914
20110603_1,23,1,34.781,0.9095,71216.0,1675.0,82.0,10.775636192152602
20110603_1,23,1,32.559,0.8731,73654.0,1568.0,82.0,11.144528028768924
20110603_1,23,1,35.529,0.9149,71204.0,1711.0,82.0,10.773820481718067
20110603_1,23,1,33.909,0.8965,61650.0,1633.0,82.0,9.3282123574226
20110603_1,23,1,30.94,0.818,51148.0,1490.0,82.0,7.739163108798883
20110603_1,23,1,36.338,0.9119,58521.0,1750.0,82.0,8.854765861617647
20110603_1,23,1,31.168,0.9142,71309.0,1501.0,82.0,10.789707948020245
20110603_1,23,1,32.082,0.902,60336.0,1545.0,82.0,9.129392064841037
20110603_1,23,1,29.299,0.8986,45229.0,1411.0,82.0,6.843563936964586
20110603_1,23,1,26.62,0.9034,55058.0,1282.0,82.0,8.330782092051477
20110603_1,23,1,35.549,0.9126,66931.0,1712.0,82.0,10.127276257820796
20110603_1,23,1,31.126,0.9174,43008.0,1499.0,82.0,6.507506197372768
20110603_10,23,1,25.292,0.7009,38684.0,1218.0,108.0,5.853245204128725
20110603_10,23,1,21.554,0.6502,29762.0,1038.0,108.0,4.503264496052091
20110603_10,23,4,147.513,0.414,283731.0,7104.0,108.0,42.93111144174974
20110603_10,23,1,59.595,0.8949,91419.0,2870.0,108.0,13.832536017894837
20110603_10,23,1,56.418,0.8895,135979.0,2717.0,108.0,20.574874098134107
20110603_10,23,1,52.888,0.8974,114346.0,2547.0,108.0,17.301602112276473
20110603_10,23,3,26.101,0.5291,75133.0,1257.0,108.0,11.36831433982534
20110603_10,23,1,59.74,0.8803,80141.0,2877.0,108.0,12.126070827837868
20110603_10,23,1,42.817,0.7578,113860.0,2062.0,108.0,17.228065839677814
20110603_10,23,1,56.667,0.8988,155137.0,2729.0,108.0,23.473655806868933
20110603_10,23,2,37.584,0.903,94655.0,1810.0,108.0,14.322172598407723
20110603_10,23,2,29.071,0.8991,82770.0,1400.0,108.0,12.52386272220387
20110603_10,23,1,48.693,0.9103,144103.0,2345.0,108.0,21.804110062314173
20110603_10,23,1,107.333,0.5577,329119.0,5169.0,108.0,49.79873354197192
20110603_10,23,1,49.711,0.8907,134467.0,2394.0,108.0,20.346094583382722
20110603_10,23,3,43.129,0.7364,154933.0,2077.0,108.0,23.442788729481848
20110603_10,23,1,50.479,0.894,93259.0,2431.0,108.0,14.110944951190174
20110603_10,23,1,42.319,0.8753,149175.0,2038.0,108.0,22.57155033931089
20110603_10,23,1,59.678,0.8992,181822.0,2874.0,108.0,27.511341885665725
20110603_10,23,1,54.985,0.9034,139307.0,2648.0,108.0,21.078431125311763
20110603_10,23,1,62.357,0.9023,67469.0,3003.0,108.0,10.208680608969106
20110603_10,23,4,168.714,0.3936,422741.0,8125.0,108.0,63.96460373380677
20110603_10,23,1,58.827,0.8825,82003.0,2833.0,108.0,12.40780856359652
20110603_10,23,4,40.491,0.9086,141850.0,1950.0,108.0,21.463210428230262
20110603_10,23,1,38.768,0.79,106444.0,1867.0,108.0,16.1059567911353
20110603_3,23,1,59.782,0.8999,141342.0,2879.0,88.0,21.38634535316829
20110603_3,23,1,83.08,0.8792,177154.0,4001.0,88.0,26.80503052663168
20110603_3,23,4,55.567,0.8239,132806.0,2676.0,88.0,20.094769997402526
20110603_3,23,1,70.559,0.8923,176035.0,3398.0,88.0,26.635715528611314
20110603_3,23,3,42.589,0.6642,94269.0,2051.0,88.0,14.263767246096855
20110603_3,23,2,41.467,0.8842,164886.0,1997.0,88.0,24.94876922572559
20110603_3,23,3,39.889,0.7353,133851.0,1921.0,88.0,20.252888114409934
20110603_3,23,3,65.617,0.7068,156075.0,3160.0,88.0,23.615583839168405
20110603_3,23,3,120.207,0.5258,321781.0,5789.0,88.0,48.688426611253874
20110603_3,23,3,34.76,0.8305,133513.0,1674.0,88.0,20.201745603837203
20110603_3,23,1,81.273,0.8985,187388.0,3914.0,88.0,28.35352890888412
20110603_3,23,1,146.558,0.5874,324468.0,7058.0,88.0,49.094994439386795
20110603_3,23,1,67.942,0.8807,144757.0,3272.0,88.0,21.903066280996324
20110603_3,23,4,176.21,0.361,419060.0,8486.0,88.0,63.407634558013214
20110603_3,23,1,68.399,0.8724,150375.0,3294.0,88.0,22.753121382764373
20110603_3,23,1,58.681,0.9012,149286.0,2826.0,88.0,22.588345660830335
20110603_3,23,1,80.318,0.888,190571.0,3868.0,88.0,28.835146101644483
20110603_3,23,1,148.178,0.4677,360030.0,7136.0,88.0,54.47585231213071
20110603_3,23,1,73.777,0.8979,153939.0,3553.0,88.0,23.292387381821207
20110603_3,23,3,56.21,0.7027,130887.0,2707.0,88.0,19.804407637079834
20110603_3,23,2,37.065,0.8983,162322.0,1785.0,88.0,24.560812429546655
20110603_3,23,1,50.811,0.8102,136352.0,2447.0,88.0,20.631312430807565
20110603_3,23,1,69.438,0.8904,132106.0,3344.0,88.0,19.988853555387998
20110603_3,23,1,55.795,0.8766,158414.0,2687.0,88.0,23.969496064699815
20110603_5,23,1,57.249,0.8805,127370.0,2757.0,92.0,19.272253170558255
20110603_5,23,1,105.88,0.7007,235462.0,5099.0,92.0,35.62756752803634
20110603_5,23,1,35.57,0.7836,97981.0,1713.0,92.0,14.825427007179623
20110603_5,23,1,76.643,0.9267,120169.0,3691.0,92.0,18.18267560063449
20110603_5,23,3,51.185,0.6599,130073.0,2465.0,92.0,19.681241945937224
20110603_5,23,1,67.34,0.9062,116355.0,3243.0,92.0,17.605582300858178
20110603_5,23,1,70.476,0.8981,150566.0,3394.0,92.0,22.78202144051405
20110603_5,23,3,46.472,0.6314,116657.0,2238.0,92.0,17.651277680127304
20110603_5,23,3,35.009,0.654,127723.0,1686.0,92.0,19.325665319174156
20110603_5,23,1,69.251,0.8813,145363.0,3335.0,92.0,21.99475965794033
20110603_5,23,4,56.729,0.8189,184017.0,2732.0,92.0,27.843465585982717
20110603_5,23,1,79.612,0.8999,134443.0,3834.0,92.0,20.34246316251365
20110603_5,23,1,71.306,0.895,142788.0,3434.0,92.0,21.605138460529734
20110603_5,23,3,37.418,0.7427,130556.0,1802.0,92.0,19.75432429092725
20110603_5,23,1,76.331,0.878,131716.0,3676.0,92.0,19.929842966265614
20110603_5,23,1,73.237,0.8972,159920.0,3527.0,92.0,24.197367724233935
20110603_5,23,1,23.776,0.654,60440.0,1145.0,92.0,9.14512822194034
20110603_5,23,1,146.641,0.5547,315820.0,7062.0,92.0,47.786472452898714
20110603_5,23,4,52.535,0.8741,157303.0,2530.0,92.0,23.80139154030247
20110603_5,23,4,57.477,0.9008,200665.0,2768.0,92.0,30.362461195494017
20110603_5,23,1,83.329,0.8507,175737.0,4013.0,92.0,26.5906253861537
20110603_5,23,3,34.511,0.632,129126.0,1662.0,92.0,19.537952130811853
20110603_5,23,1,144.482,0.4807,314801.0,6958.0,92.0,47.63228837516613
20110603_5,23,3,41.01,0.5964,162032.0,1975.0,92.0,24.516932760712063
20110603_5,23,1,68.42,0.8918,132816.0,3295.0,92.0,20.096283089431306
20110603_5,23,4,45.06,0.8709,112829.0,2170.0,92.0,17.072066051510696
20110603_5,23,1,76.103,0.8306,101880.0,3665.0,92.0,15.415381589200559
20110603_5,23,3,136.363,0.521,217425.0,6567.0,92.0,32.89840343572764
20110603_5,23,1,69.645,0.8584,127111.0,3354.0,92.0,19.23306408701288
20110603_5,23,3,68.399,0.7206,166389.0,3294.0,92.0,25.176186957651076
20110603_5,23,1,88.23,0.9183,188507.0,4249.0,92.0,28.52284390690449
20110603_6,23,1,76.29,0.8759,169914.0,3674.0,100.0,25.70955189779568
20110603_6,23,1,66.302,0.8893,136857.0,3193.0,100.0,20.707723578260904
20110603_6,23,3,46.409,0.6938,156593.0,2235.0,100.0,23.69396200625916
20110603_6,23,1,78.117,0.8996,136511.0,3762.0,100.0,20.65537059406515
20110603_6,23,1,83.973,0.8985,159651.0,4044.0,100.0,24.15666554865978
20110603_6,23,1,60.446,0.8767,118956.0,2911.0,100.0,17.999137537543596
20110603_6,23,1,66.883,0.8963,109204.0,3221.0,100.0,16.523570191078306
20110603_6,23,1,80.754,0.8902,106955.0,3889.0,100.0,16.183275793805908
20110603_6,23,3,42.692,0.666,140711.0,2056.0,100.0,21.290869246152337
20110603_6,23,1,96.639,0.8967,204383.0,4654.0,100.0,30.92502881179405
20110603_6,23,1,69.126,0.9022,135863.0,3329.0,100.0,20.55732223060027
20110603_6,23,3,122.056,0.5387,307281.0,5878.0,100.0,46.49444316952432
20110603_6,23,1,60.882,0.8881,153911.0,2932.0,100.0,23.28815072414063
20110603_6,23,3,43.959,0.7007,138657.0,2117.0,100.0,20.98008014344113
20110603_6,23,1,66.987,0.8916,123158.0,3226.0,100.0,18.634938808036537
20110603_6,23,1,67.756,0.8417,79188.0,3263.0,100.0,11.98187315749523
20110603_6,23,1,72.905,0.89,130762.0,3511.0,100.0,19.7854939867201
20110603_6,23,3,125.98,0.4671,324530.0,6067.0,100.0,49.10437560996523
20110603_6,23,1,79.239,0.8949,145768.0,3816.0,100.0,22.056039885105882
20110603_6,23,1,63.81,0.9025,105164.0,3073.0,100.0,15.912281011451585
20110603_6,23,3,40.159,0.7318,150964.0,1934.0,100.0,22.842242503259456
20110603_6,23,1,70.538,0.8949,91573.0,3397.0,100.0,13.855837635138032
20110603_6,23,1,69.936,0.9009,170354.0,3368.0,100.0,25.776127947061955
20110603_6,23,3,120.976,0.5234,244422.0,5826.0,100.0,36.98329798582233
20110603_6,23,1,66.8,0.8981,155788.0,3217.0,100.0,23.572158097942445
20110603_9,23,4,87.877,0.356,205816.0,4232.0,91.0,31.14185489951808
20110603_9,23,1,37.335,0.6885,49919.0,1798.0,91.0,7.553204098461943
20110603_9,23,4,36.92,0.649,110101.0,1778.0,91.0,16.659294546059783
20110603_9,23,1,75.729,0.9042,158813.0,3647.0,91.0,24.029868436648098
20110603_9,23,1,63.956,0.9012,101809.0,3080.0,91.0,15.404638635796227
20110603_9,23,1,67.07,0.8686,91394.0,3230.0,91.0,13.828753287822888
20110603_9,23,1,71.016,0.8961,78129.0,3420.0,91.0,11.821636711647532
20110603_9,23,3,38.27,0.6728,130205.0,1843.0,91.0,19.701214760717107
20110603_9,23,1,20.017,0.6944,56147.0,964.0,91.0,8.49555781398551
20110603_9,23,1,80.443,0.87,140026.0,3874.0,91.0,21.18722244218097
20110603_9,23,1,81.813,0.8918,106816.0,3940.0,91.0,16.162243814605876
20110603_9,23,1,75.75,0.8897,157446.0,3648.0,91.0,23.823028756314006
20110603_9,23,3,46.285,0.4638,137636.0,2229.0,91.0,20.82559344730279
20110603_9,23,1,71.784,0.9026,138456.0,3457.0,91.0,20.949666993662667
20110603_9,23,1,74.649,0.8623,157760.0,3595.0,91.0,23.87053984601767
20110603_9,23,2,104.094,0.5418,227500.0,5013.0,91.0,34.42284365472249
20110603_9,23,1,67.361,0.8896,192034.0,3244.0,91.0,29.056511465454854
20110603_9,23,1,47.614,0.7704,143434.0,2293.0,91.0,21.702884205588862
20110603_9,23,1,84.554,0.8758,218462.0,4072.0,91.0,33.05531107911202
20110603_9,23,1,72.531,0.88,205964.0,3493.0,91.0,31.16424866154401
20110603_9,23,1,83.578,0.9013,210743.0,4025.0,91.0,31.887355342097504
20110603_9,23,1,82.021,0.878,221344.0,3950.0,91.0,33.49138420180613
20110603_9,23,3,41.301,0.7964,114685.0,1989.0,91.0,17.352895932052082
20110603_9,23,1,37.148,0.7348,102008.0,1789.0,91.0,15.434749167168931
20110603_9,23,1,38.851,0.7099,90795.0,1871.0,91.0,13.738119075299025
20110607_1,27,4,49.358,0.7731,152165.0,2377.0,73.0,23.023964855915814
20110607_1,27,1,83.869,0.9044,190820.0,4039.0,73.0,28.87282209316108
20110607_1,27,1,67.361,0.9027,238391.0,3244.0,73.0,36.07075218326571
20110607_1,27,1,76.809,0.8872,205346.0,3699.0,73.0,31.07073957416547
20110607_1,27,1,67.195,0.8955,142044.0,3236.0,73.0,21.49256441358858
20110607_1,27,1,70.953,0.8898,125700.0,3417.0,73.0,19.019566801752163
20110607_1,27,2,43.108,0.8766,161148.0,2076.0,73.0,24.383175425368
20110607_1,27,1,46.285,0.8253,77620.0,2229.0,73.0,11.74462032738268
20110607_1,27,1,79.799,0.8796,153443.0,3843.0,73.0,23.21733801719377
20110607_1,27,2,37.73,0.8998,126761.0,1817.0,73.0,19.180105866005615
20110607_1,27,4,121.91,0.5502,328811.0,5871.0,73.0,49.75213030748552
20110607_1,27,1,71.327,0.8846,141662.0,3435.0,73.0,21.434764298089217
20110607_1,27,1,79.322,0.8621,182482.0,3820.0,73.0,27.611205959565137
20110607_1,27,1,79.28,0.889,79946.0,3818.0,73.0,12.096565533276678
20110607_1,27,2,32.393,0.9304,154537.0,1560.0,73.0,23.382870285142193
20110607_1,27,1,64.869,0.8958,175456.0,3124.0,73.0,26.548107500145008
20110607_1,27,2,33.39,0.8828,160946.0,1608.0,73.0,24.352610966386663
20110607_1,27,1,39.017,0.8465,57456.0,1879.0,73.0,8.693621560552682
20110607_1,27,3,54.321,0.7313,106372.0,2616.0,73.0,16.09506252852809
20110607_2,27,1,60.924,0.9012,130283.0,2934.0,72.0,19.713016878541584
20110607_2,27,1,54.757,0.9029,132961.0,2637.0,72.0,20.118222923848602
20110607_2,27,1,61.111,0.9049,139874.0,2943.0,72.0,21.16422344334353
20110607_2,27,1,75.75,0.8867,141590.0,3648.0,72.0,21.42387003548201
20110607_2,27,1,58.411,0.9024,137179.0,2813.0,72.0,20.75644514158759
20110607_2,27,3,48.673,0.705,129644.0,2344.0,72.0,19.616330297902604
20110607_2,27,2,34.47,0.9084,172160.0,1660.0,72.0,26.049392367459443
20110607_2,27,1,123.364,0.4873,299320.0,5941.0,72.0,45.28987060541334
20110607_2,27,1,71.078,0.8997,141657.0,3423.0,72.0,21.43400775207483
20110607_2,27,3,48.091,0.7155,121305.0,2316.0,72.0,18.354562855103786
20110607_2,27,1,111.133,0.5729,249523.0,5352.0,72.0,37.755126229702505
20110607_2,27,1,113.147,0.5893,271672.0,5449.0,72.0,41.10647376424514
20110607_2,27,4,28.863,0.6282,133438.0,1390.0,72.0,20.190397413621362
20110607_2,27,2,35.134,0.9089,147659.0,1692.0,72.0,22.342165587747992
20110607_2,27,1,51.933,0.8597,121396.0,2501.0,72.0,18.368331992565675
20110607_2,27,1,66.011,0.9053,152942.0,3179.0,72.0,23.141532106551942
20110607_2,27,2,34.262,0.9087,153736.0,1650.0,72.0,23.261671613637
20110607_2,27,1,55.961,0.9005,100550.0,2695.0,72.0,15.21414034937295
20110607_2,27,1,73.923,0.8891,144527.0,3560.0,72.0,21.868265164334407
20110607_2,27,1,44.769,0.8748,75828.0,2156.0,72.0,11.473474235825481
20110607_2,27,1,25.188,0.7007,46492.0,1213.0,72.0,7.034667460199375
20110607_3,27,1,84.056,0.8834,179169.0,4048.0,75.0,27.109918570430654
20110607_3,27,1,60.903,0.8966,154548.0,2933.0,75.0,23.38453468637385
20110607_3,27,3,177.269,0.2603,455690.0,8537.0,75.0,68.95009065943073
20110607_3,27,3,59.429,0.7255,205342.0,2862.0,75.0,31.07013433735396
20110607_3,27,1,74.691,0.8929,149177.0,3597.0,75.0,22.571852957716647
20110607_3,27,1,68.129,0.8969,144310.0,3281.0,75.0,21.8354310673099
20110607_3,27,1,159.411,0.5598,354070.0,7677.0,75.0,53.57404946297843
20110607_3,27,1,77.91,0.8563,126188.0,3752.0,75.0,19.093405692756576
20110607_3,27,1,75.002,0.9033,164709.0,3612.0,75.0,24.921987496816204
20110607_3,27,1,68.856,0.8946,162112.0,3316.0,75.0,24.529037496942294
20110607_3,27,1,75.646,0.8931,166857.0,3643.0,75.0,25.246999664597936
20110607_3,27,1,76.415,0.8891,161105.0,3680.0,75.0,24.37666912964425
20110607_3,27,3,46.825,0.7149,145579.0,2255.0,75.0,22.027442445761956
20110607_3,27,2,36.318,0.8763,169216.0,1749.0,75.0,25.603938074186903
20110607_3,27,3,50.126,0.7073,148778.0,2414.0,75.0,22.511480585768364
20110607_3,27,2,40.782,0.9135,163354.0,1964.0,75.0,24.716963526916647
20110607_4,27,1,31.085,0.7243,84143.0,1497.0,49.0,12.731610257755227
20110607_4,27,1,49.669,0.8123,160865.0,2392.0,49.0,24.34035492095355
20110607_4,27,3,67.278,0.7222,261473.0,3240.0,49.0,39.56327120409342
20110607_4,27,1,84.118,0.8815,302345.0,4051.0,49.0,45.747580944118994
20110607_4,27,1,139.103,0.5065,411655.0,6699.0,49.0,62.28718991070235
20110607_4,27,1,67.278,0.8713,199743.0,3240.0,49.0,30.22295411044059
20110607_4,27,2,188.212,0.3253,655959.0,9064.0,49.0,99.25263341058509
20110607_4,27,1,67.631,0.8911,232201.0,3257.0,49.0,35.134148217451504
20110607_4,27,4,46.015,0.9012,216681.0,2216.0,49.0,32.78582938878648
20110607_4,27,3,49.794,0.669,221838.0,2398.0,49.0,33.56613094802781
20110607_4,27,1,28.593,0.7211,72596.0,1377.0,49.0,10.984442892124106
20110607_4,27,1,76.498,0.8791,243295.0,3684.0,49.0,36.81277251417894
20110607_4,27,1,33.888,0.7595,105224.0,1632.0,49.0,15.92135956362426
20110607_4,27,2,36.152,0.9072,214319.0,1741.0,49.0,32.42843705158887
20110607_4,27,1,67.963,0.8715,209819.0,3273.0,49.0,31.74754563863832
20110607_4,27,1,74.774,0.8994,227082.0,3601.0,49.0,34.359596407919526
20110607_4,27,1,58.038,0.8988,148068.0,2795.0,49.0,22.40405105172505
20110607_4,27,1,71.639,0.904,259480.0,3450.0,49.0,39.261711962757765
20110607_7,27,1,70.995,0.5852,198702.0,3419.0,75.0,30.065441230244694
