stem,storage_day,pred_class,class_name,area_px2,area_um2,circularity,V_phi_rad_px2,V_phi_rad_um2,dry_mass_pg
20110627_5,47,1,discocyte,3802.0,78.948,0.7418,271425.0,5636.0886,2987.0478
20110627_5,47,1,discocyte,2085.0,43.295,0.7147,166267.0,3452.5027,1829.7779
20110627_5,47,2,echinocyte,796.0,16.529,0.4672,95566.0,1984.4098,1051.7094
20110627_5,47,2,echinocyte,1089.0,22.613,0.7562,165513.0,3436.846,1821.4801
20110627_5,47,2,echinocyte,1652.0,34.303,0.7855,180931.0,3756.9978,1991.1561
20110627_5,47,2,echinocyte,1732.0,35.965,0.8305,189319.0,3931.1731,2083.4665
20110627_5,47,2,echinocyte,1940.0,40.284,0.7237,225541.0,4683.316,2482.0917
20110627_5,47,2,echinocyte,1470.0,30.524,0.7388,183875.0,3818.1294,2023.555
20110627_5,47,2,echinocyte,1656.0,34.387,0.7509,177173.0,3678.9637,1949.7991
20110627_5,47,2,echinocyte,2031.0,42.173,0.587,209037.0,4340.6136,2300.4643
20110627_5,47,2,echinocyte,1906.0,39.578,0.8429,238984.0,4962.4574,2630.0327
20110627_5,47,2,echinocyte,1785.0,37.065,0.7629,211174.0,4384.988,2323.9821
20110627_5,47,2,echinocyte,1609.0,33.411,0.7979,199098.0,4134.2321,2191.085
20110627_5,47,2,echinocyte,1767.0,36.691,0.8209,212535.0,4413.2489,2338.96
20110627_5,47,2,echinocyte,1808.0,37.543,0.8257,211339.0,4388.4142,2325.7979
20110627_5,47,2,echinocyte,1803.0,37.439,0.7669,202073.0,4196.0075,2223.825
20110627_5,47,2,echinocyte,1637.0,33.992,0.7938,196187.0,4073.7858,2159.0493
20110627_5,47,2,echinocyte,1566.0,32.518,0.7968,200604.0,4165.5039,2207.6586
20110627_5,47,2,echinocyte,1940.0,40.284,0.8229,255087.0,5296.8331,2807.2472
20110627_5,47,2,echinocyte,1736.0,36.048,0.7975,205967.0,4276.8656,2266.6787
20110627_5,47,2,echinocyte,1751.0,36.359,0.2727,199779.0,4148.373,2198.5794
20110627_5,47,2,echinocyte,1827.0,37.937,0.7787,222934.0,4629.1822,2453.4015
20110627_5,47,2,echinocyte,1803.0,37.439,0.7828,212644.0,4415.5123,2340.1595
20110627_5,47,2,echinocyte,1749.0,36.318,0.8344,188576.0,3915.7448,2075.2898
20110627_5,47,2,echinocyte,1666.0,34.594,0.6111,204894.0,4254.585,2254.8703
20110627_5,47,2,echinocyte,1082.0,22.468,0.2253,127351.0,2644.4193,1401.5051
20110627_5,47,2,echinocyte,1670.0,34.677,0.7498,173543.0,3603.5874,1909.8507
20110627_5,47,2,echinocyte,1499.0,31.126,0.6546,184019.0,3821.1196,2025.1397
20110627_5,47,2,echinocyte,1499.0,31.126,0.3556,181165.0,3761.8568,1993.7313
20110627_5,47,3,spherocyte,2647.0,54.964,0.5047,265517.0,5513.4101,2922.0299
20110627_5,47,3,spherocyte,1610.0,33.431,0.779,194483.0,4038.4025,2140.2967
20110627_5,47,3,spherocyte,2926.0,60.758,0.8374,239225.0,4967.4617,2632.6849
20110627_5,47,3,spherocyte,2077.0,43.129,0.7318,259076.0,5379.6639,2851.1463
20110627_5,47,3,spherocyte,1774.0,36.837,0.8068,217538.0,4517.1352,2394.0183
20110627_5,47,3,spherocyte,1785.0,37.065,0.8282,230827.0,4793.0788,2540.2645
20110627_5,47,3,spherocyte,3194.0,66.323,0.415,406500.0,8440.8953,4473.556
20110627_5,47,3,spherocyte,2287.0,47.489,0.8214,252790.0,5249.1363,2781.9686
20110627_6,47,1,discocyte,3101.0,64.392,0.7708,253529.0,5264.4815,2790.1013
20110627_6,47,1,discocyte,3104.0,64.454,0.7468,268200.0,5569.122,2951.5565
20110627_6,47,1,discocyte,3489.0,72.448,0.7996,306667.0,6367.882,3374.8881
20110627_6,47,2,echinocyte,1545.0,32.082,0.7517,186950.0,3881.9812,2057.3956
20110627_6,47,2,echinocyte,1601.0,33.244,0.7661,207559.0,4309.9232,2284.1988
20110627_6,47,2,echinocyte,1451.0,30.13,0.226,197768.0,4106.6149,2176.4483
20110627_6,47,2,echinocyte,1598.0,33.182,0.711,241592.0,5016.612,2658.7339
20110627_6,47,2,echinocyte,1668.0,34.636,0.7992,229279.0,4760.9349,2523.2286
20110627_6,47,2,echinocyte,1600.0,33.224,0.719,205724.0,4271.8198,2264.0045
20110627_6,47,2,echinocyte,1808.0,37.543,0.7931,213227.0,4427.6181,2346.5755
20110627_6,47,2,echinocyte,1640.0,34.054,0.7888,222266.0,4615.3113,2446.0502
20110627_6,47,2,echinocyte,1690.0,35.093,0.7291,204527.0,4246.9643,2250.8315
20110627_6,47,2,echinocyte,1609.0,33.411,0.7165,248529.0,5160.6575,2735.076
20110627_6,47,2,echinocyte,1880.0,39.038,0.7279,260952.0,5418.6187,2871.7918
20110627_6,47,2,echinocyte,1838.0,38.166,0.7229,227516.0,4724.3265,2503.8267
20110627_6,47,2,echinocyte,1773.0,36.816,0.7511,278439.0,5781.7329,3064.2373
20110627_6,47,2,echinocyte,1108.0,23.007,0.535,163745.0,3400.1338,1802.0232
20110627_6,47,2,echinocyte,1368.0,28.406,0.6474,201948.0,4193.4118,2222.4494
20110627_6,47,2,echinocyte,1330.0,27.617,0.7903,191712.0,3980.8633,2109.8016
20110627_6,47,2,echinocyte,1417.0,29.424,0.5589,223318.0,4637.1558,2457.6275
20110627_6,47,2,echinocyte,1480.0,30.732,0.8276,199179.0,4135.9141,2191.9764
20110627_6,47,2,echinocyte,1558.0,32.352,0.7879,239323.0,4969.4966,2633.7634
20110627_6,47,2,echinocyte,1679.0,34.864,0.7903,242770.0,5041.0729,2671.6979
20110627_6,47,3,spherocyte,2094.0,43.482,0.8208,212326.0,4408.909,2336.6599
20110627_6,47,3,spherocyte,2413.0,50.105,0.8286,215703.0,4479.0318,2373.824
20110627_6,47,3,spherocyte,1811.0,37.605,0.5398,218209.0,4531.0684,2401.4027
20110627_6,47,3,spherocyte,2059.0,42.755,0.7984,231331.0,4803.5443,2545.811
20110627_6,47,3,spherocyte,2663.0,55.297,0.7889,218397.0,4534.9722,2403.4716
20110627_6,47,3,spherocyte,1663.0,34.532,0.8435,221218.0,4593.5497,2434.5169
20110627_6,47,3,spherocyte,1671.0,34.698,0.7326,208766.0,4334.9863,2297.4819
20110627_6,47,3,spherocyte,2464.0,51.164,0.7492,239919.0,4981.8725,2640.3225
20110627_6,47,3,spherocyte,2305.0,47.863,0.7173,248477.0,5159.5777,2734.5037
20110627_6,47,3,spherocyte,2290.0,47.551,0.7419,282642.0,5869.0074,3110.4915
20110627_6,47,3,spherocyte,1483.0,30.794,0.7756,215733.0,4479.6548,2374.1541
20110627_6,47,3,spherocyte,2043.0,42.423,0.8167,272380.0,5655.9189,2997.5576
20110627_6,47,3,spherocyte,2509.0,52.099,0.7611,276513.0,5741.7399,3043.0415
